metabolite,n_taxa_x,micro_r2,micro_f,micro_p,micro_q,n_taxa_y,geno_r2,geno_f,geno_p,geno_q,CHEMICAL_ID,BIOCHEMICAL_NAME,SUPER_PATHWAY,SUB_PATHWAY,CAS,KEGG,total,group
metabolite_100020371,24.0,0.06734797749205423,2.7019046371851876,2.102742635424429e-05,5.8886070113050096e-05,,0.0,,1.0,,100020371,"N,N-dimethylalanine",Amino Acid,Alanine and Aspartate Metabolism,2812-31-9,,0.06734797749205423,microbiome
metabolite_100008919,5.0,0.06729980578924344,13.57973712040806,8.158264503345681e-13,1.3375759243857455e-11,,0.0,,1.0,,100008919,1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),Lipid,Plasmalogen,144371-68-6,,0.06729980578924344,microbiome
metabolite_922,20.0,0.06708944297193431,3.1462428074268485,4.337763616515286e-06,1.5682683844324497e-05,,0.0,,1.0,,922,N-stearoyl-sphinganine (d18:0/18:0)*,Lipid,Sphingolipid Metabolism,2304-80-5,,0.06708944297193431,microbiome
metabolite_100008976,1.0,0.009931393527559784,9.549526746356898,0.002058121760784002,0.002748060305592276,2.0,0.0551150053299343,55.53002256366523,2.0642944214793159e-13,2.8679510283147745e-13,100008976,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,Lipid,Phospholipid Metabolism,,,0.06504639885749408,hybrid
metabolite_100004322,8.0,0.06467431988249772,7.951825705836363,2.1495652080208926e-10,2.4054658280233798e-09,,0.0,,1.0,,100004322,2-aminophenol sulfate,Xenobiotics,Chemical,,,0.06467431988249772,microbiome
metabolite_100008999,4.0,0.06399951716637875,16.37593638300752,5.516856913663941e-13,9.723460310332696e-12,,0.0,,1.0,,100008999,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,Lipid,Plasmalogen,,,0.06399951716637875,microbiome
metabolite_100004182,6.0,0.06313722925461662,8.749752031491026,3.0525363610010298e-09,2.6900476681321574e-08,,0.0,,1.0,,100004182,3b-hydroxy-5-cholenoic acid,Lipid,Secondary Bile Acid Metabolism,5255-17-4,,0.06313722925461662,microbiome
metabolite_100006375,16.0,0.06275578870433784,3.1009820379171185,3.998275676262547e-05,9.890471409702091e-05,,0.0,,1.0,,100006375,3-methoxycatechol sulfate (1),Xenobiotics,Benzoate Metabolism,,,0.06275578870433784,microbiome
metabolite_100005850,1.0,0.009105346214279164,8.564162334801885,0.003511709254231559,0.00426854314522974,2.0,0.053482233183461236,52.66191832260377,8.339605055313817e-13,1.0919482878180681e-12,100005850,3-methylglutarylcarnitine (2),Amino Acid,Lysine Metabolism,,,0.0625875793977404,hybrid
metabolite_100001590,1.0,0.01104488528594294,9.358982760604158,0.0022895873675861864,0.0030114908472915324,2.0,0.05121818601662553,45.23783998528906,3.229069142685303e-11,3.457003435110148e-11,100001590,isobutyrylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15926-18-8,,0.06226307130256847,hybrid
metabolite_100002259,1.0,0.007377294849248983,7.008492760384021,0.008247729943000163,0.009099608153075298,2.0,0.05470604274139623,54.57328686913823,3.2940349571971933e-13,4.4408471274806604e-13,100002259,cis-4-decenoylcarnitine (C10:1),Lipid,Fatty Acid Metabolism(Acyl Carnitine),98930-66-6,,0.062083337590645216,hybrid
metabolite_100000776,15.0,0.0610936473675433,4.012585043334956,4.1827521280527444e-07,2.076648063575482e-06,,0.0,,1.0,,100000776,palmitoylcarnitine (C16),Lipid,Fatty Acid Metabolism(Acyl Carnitine),6865-14-1,C02990,0.0610936473675433,microbiome
metabolite_100009021,7.0,0.06082953521903833,8.753125759858897,1.8775905861264343e-10,2.1350021987405423e-09,,0.0,,1.0,,100009021,1-palmityl-2-arachidonoyl-GPC (O-16:0/20:4)*,Lipid,Phospholipid Metabolism,,,0.06082953521903833,microbiome
metabolite_100003397,17.0,0.060591458651928276,3.562653406210034,1.446421307856128e-06,6.255994000236627e-06,,0.0,,1.0,,100003397,trimethylamine N-oxide,Lipid,Phospholipid Metabolism,1184-78-7,C01104,0.060591458651928276,microbiome
metabolite_100015593,13.0,0.06028514797535045,4.2044624956287615,7.961202129343878e-07,3.792329392694212e-06,,0.0,,1.0,,100015593,1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n6)*,Lipid,Phospholipid Metabolism,,,0.06028514797535045,microbiome
metabolite_100008928,8.0,0.05960703985955684,7.5269980564989085,8.89383524373599e-10,8.70854700949149e-09,,0.0,,1.0,,100008928,2-hydroxybutyrate/2-hydroxyisobutyrate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",,,0.05960703985955684,microbiome
metabolite_100009146,16.0,0.059458283961701275,3.729806657079234,1.0122531823098784e-06,4.7132656420486476e-06,,0.0,,1.0,,100009146,1-stearoyl-2-adrenoyl-GPC (18:0/22:4)*,,,,,0.059458283961701275,microbiome
metabolite_100009004,7.0,0.0586194619237036,8.361928037682446,6.162408256043964e-10,6.206425457872849e-09,,0.0,,1.0,,100009004,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,Lipid,Plasmalogen,,,0.0586194619237036,microbiome
metabolite_100001092,11.0,0.057702197818797374,5.238429644274543,4.6828513392934126e-08,3.4035156641256245e-07,,0.0,,1.0,,100001092,trigonelline (N'-methylnicotinate),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,535-83-1,C01004,0.057702197818797374,microbiome
metabolite_100009069,5.0,0.05701347445853466,11.46331836622076,9.200112412256274e-11,1.1582284376144059e-09,,0.0,,1.0,,100009069,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,Lipid,Plasmalogen,,,0.05701347445853466,microbiome
metabolite_100010930,17.0,0.05696114952100706,3.336305652173319,5.678969761149891e-06,1.9530115520052065e-05,,0.0,,1.0,,100010930,palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*,,,,,0.05696114952100706,microbiome
metabolite_100006092,14.0,0.056683510851444296,3.3993545349818235,2.2669425943052994e-05,6.267429525432297e-05,,0.0,,1.0,,100006092,tyramine O-sulfate,Amino Acid,Phenylalanine and Tyrosine Metabolism,30223-92-8,,0.056683510851444296,microbiome
metabolite_100009143,12.0,0.056380035010947904,4.710186577511241,1.6758082467574e-07,9.92810768036947e-07,,0.0,,1.0,,100009143,1-palmitoyl-2-adrenoyl-GPC (16:0/22:4)*,Lipid,Phospholipid Metabolism,,,0.056380035010947904,microbiome
metabolite_100010917,15.0,0.056379249299856715,3.720295383994406,2.1040452483711088e-06,8.52501092012432e-06,,0.0,,1.0,,100010917,palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,Lipid,Diacylglycerol,,C13861,0.056379249299856715,microbiome
metabolite_2050,8.0,0.055600584475565595,7.042803932905914,4.582220522505254e-09,3.939592034592932e-08,,0.0,,1.0,,2050,eicosapentaenoate (EPA; 20:5n3),Lipid,Polyunsaturated Fatty Acid (n3 and n6),10-2005-9;10417-94-4,C06428,0.055600584475565595,microbiome
metabolite_98,1.0,0.006934841032987582,6.578239296875132,0.0104772199466824,0.01134629809894177,2.0,0.04849047888706681,48.00585816334196,7.869694554112809e-12,9.122830629608478e-12,98,kynurenate,Amino Acid,Tryptophan Metabolism,492-27-3,C01717,0.055425319920054394,hybrid
metabolite_100000846,2.0,0.010234088636325245,4.797717392299734,0.008454274739766702,0.00928389983105222,2.0,0.04508232797787004,43.85873664140413,5.965027633728941e-11,6.203628739078098e-11,100000846,erythritol,Xenobiotics,Food Component/Plant,149-32-6,C00503,0.055316416614195285,hybrid
metabolite_100020425,11.0,0.05512288497550344,4.27463429166793,3.29427044718569e-06,1.2419575750085089e-05,,0.0,,1.0,,100020425,1-carboxyethylleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",,,0.05512288497550344,microbiome
metabolite_100010955,17.0,0.05504144564955149,3.1316581272940875,1.934706154656524e-05,5.5445847115156486e-05,,0.0,,1.0,,100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,Chemical,1763-23-1,C18142,0.05504144564955149,microbiome
metabolite_100000743,1.0,0.012823272120424667,12.236433453396394,0.0004905639799783449,0.0008080551539362923,2.0,0.04212468945646364,41.42653749523192,1.9460928116877215e-10,1.9568447056749465e-10,100000743,2-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",617-73-2,,0.054947961576888305,hybrid
metabolite_100004499,,0.0,,1.0,,2.0,0.05482929571992412,55.16745281410752,2.459375186431054e-13,3.3654607814319684e-13,100004499,6-oxopiperidine-2-carboxylate,Amino Acid,Lysine Metabolism,34622-39-4,,0.05482929571992412,genetics
metabolite_100003926,7.0,0.054820468096344666,7.167150079917562,2.3638072027994524e-08,1.831301184586389e-07,,0.0,,1.0,,100003926,(R)-3-hydroxybutyrylcarnitine,Lipid,Fatty Acid Metabolism(Acyl Carnitine),,,0.054820468096344666,microbiome
metabolite_100022009,,0.0,,1.0,,2.0,0.05448568502347384,55.723807226553944,1.858002514701296e-13,2.621367888958418e-13,100022009,"bilirubin degradation product, C17H20N2O5 (2)**",Partially Characterized Molecules,Partially Characterized Molecules,,,0.05448568502347384,genetics
metabolite_100000442,5.0,0.054482138216840004,10.636925140537619,5.9505206233563e-10,6.079879767342306e-09,,0.0,,1.0,,100000442,quinate,Xenobiotics,Food Component/Plant,77-95-2,C00296,0.054482138216840004,microbiome
metabolite_100004328,1.0,0.00853945022726188,8.130672487556891,0.004447153171896358,0.005216710459545645,2.0,0.04570992919434491,45.21704089725282,3.050551904928215e-11,3.304764563672233e-11,100004328,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",Lipid,Sphingolipid Metabolism,,,0.05424937942160679,hybrid
metabolite_100001990,1.0,0.00876037531964613,8.387070059901104,0.0038657347037016074,0.0046192253662875144,2.0,0.044854830967410386,44.56624602015866,4.1780839584384346e-11,4.420995816487181e-11,100001990,taurocholenate sulfate*,Lipid,Secondary Bile Acid Metabolism,,,0.053615206287056516,hybrid
metabolite_100010850,6.0,0.05344426278578063,7.914065567007284,2.5782438433901984e-08,1.97571946694575e-07,,0.0,,1.0,,100010850,4-hydroxyphenylacetylglutamine,,,,,0.05344426278578063,microbiome
metabolite_100001181,13.0,0.053313847705499295,4.076432671464721,1.428182061185345e-06,6.2152367477510385e-06,,0.0,,1.0,,100001181,docosapentaenoate (n3 DPA; 22:5n3),Lipid,Polyunsaturated Fatty Acid (n3 and n6),2234-74-4,C16513,0.053313847705499295,microbiome
metabolite_100004089,10.0,0.05320943895972374,5.288401059478884,1.3139905651492754e-07,8.055333464610775e-07,,0.0,,1.0,,100004089,2-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",5393-81-7,,0.05320943895972374,microbiome
metabolite_100001254,1.0,0.00940605080726764,9.163026925825928,0.002535113006920201,0.003297517841104689,2.0,0.043697981477989645,44.09543356546771,5.213488168050383e-11,5.453188773477986e-11,100001254,N-acetyltryptophan,Amino Acid,Tryptophan Metabolism,1218-34-4,C03137,0.053104032285257285,hybrid
metabolite_100001446,,0.0,,1.0,,2.0,0.05292611836575922,53.14552490771302,6.510614226608291e-13,8.586462240889196e-13,100001446,5-methyluridine (ribothymidine),Nucleotide,"Pyrimidine Metabolism, Uracil containing",1463-10-1,,0.05292611836575922,genetics
metabolite_1221,7.0,0.052813883726740896,7.487599299230018,8.62683799252234e-09,7.24038188658125e-08,,0.0,,1.0,,1221,creatine,Amino Acid,Creatine Metabolism,57-00-1,C00300,0.052813883726740896,microbiome
metabolite_100015727,,0.0,,1.0,,2.0,0.051785200901832695,46.912880517137964,1.4137204723701243e-11,1.588253864020757e-11,100015727,"ceramide (d16:1/24:1, d18:1/22:1)*",Lipid,Ceramides,,,0.051785200901832695,genetics
metabolite_100009376,6.0,0.05174426206540783,8.576244638034082,4.270053373307484e-09,3.716527936026884e-08,,0.0,,1.0,,100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,,,,,0.05174426206540783,microbiome
metabolite_100021712,7.0,0.051714287555088556,6.38053654562138,2.5308484145706896e-07,1.4055964899165492e-06,,0.0,,1.0,,100021712,deoxycholic acid 12-sulfate*,Lipid,Secondary Bile Acid Metabolism,,,0.051714287555088556,microbiome
metabolite_100001468,9.0,0.051683457774068575,5.734633992939717,8.906192555616367e-08,5.760427295146366e-07,,0.0,,1.0,,100001468,N1-Methyl-2-pyridone-5-carboxamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,701-44-0,C05842,0.051683457774068575,microbiome
metabolite_100020372,,0.0,,1.0,,2.0,0.051599807607874526,49.89141077362546,3.2113436114604383e-12,3.896430248571999e-12,100020372,3-indoleglyoxylic acid,Xenobiotics,Food Component/Plant,1477-49-2,,0.051599807607874526,genetics
metabolite_100009027,12.0,0.051031081861119154,4.172066501563131,2.0703213683100305e-06,8.43685875525186e-06,,0.0,,1.0,,100009027,"sphingomyelin (d18:0/18:0, d19:0/17:0)*",Lipid,Sphingolipid Metabolism,,,0.051031081861119154,microbiome
metabolite_100009000,8.0,0.0500233769903371,6.266240365990103,6.335922104445903e-08,4.422599092707288e-07,,0.0,,1.0,,100009000,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6)*,Lipid,Plasmalogen,,,0.0500233769903371,microbiome
metabolite_100009002,3.0,0.04968869183990954,16.662045020076445,1.4755763721758834e-10,1.7631887159050811e-09,,0.0,,1.0,,100009002,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,Lipid,Plasmalogen,,,0.04968869183990954,microbiome
metabolite_100022008,,0.0,,1.0,,2.0,0.049471073937668364,49.70377472486851,3.425918915422156e-12,4.129253262296903e-12,100022008,"bilirubin degradation product, C17H20N2O5 (1)**",Partially Characterized Molecules,Partially Characterized Molecules,,,0.049471073937668364,genetics
metabolite_100002749,9.0,0.04905966447534715,5.445683546704665,2.594023652347629e-07,1.4237385727011525e-06,,0.0,,1.0,,100002749,S-methylcysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1187-84-4,,0.04905966447534715,microbiome
metabolite_100000840,6.0,0.04868903717781381,7.941583664376314,2.279955766828238e-08,1.78596535068212e-07,,0.0,,1.0,,100000840,tartronate (hydroxymalonate),Xenobiotics,Bacterial/Fungal,80-69-3,C02287,0.04868903717781381,microbiome
metabolite_100015834,,0.0,,1.0,,2.0,0.04867896605706701,48.25317989822542,6.975355911021048e-12,8.243602440297602e-12,100015834,lignoceroylcarnitine (C24)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),,,0.04867896605706701,genetics
metabolite_100021131,1.0,0.005017027577518873,4.815420433643466,0.02844640080766551,0.029276952656064507,2.0,0.04348054218506203,43.41147213208919,7.319884542853802e-11,7.492812794948505e-11,100021131,undecenoylcarnitine (C11:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",,,0.048497569762580905,hybrid
metabolite_100001609,14.0,0.0479258893562331,3.3690773367291316,2.493458538921687e-05,6.787213397450924e-05,,0.0,,1.0,,100001609,7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca),Lipid,Sterol,115538-85-7,C17337,0.0479258893562331,microbiome
metabolite_100015687,3.0,0.047631112114549734,15.970914207082261,3.875940872576587e-10,4.078415395770886e-09,,0.0,,1.0,,100015687,"phosphatidylethanolamine (P-18:1/20:4, P-16:0/22:5n3)*",Lipid,Phospholipid Metabolism,,,0.047631112114549734,microbiome
metabolite_100009225,4.0,0.04762210508911047,11.888301424714793,1.9840471795793024e-09,1.8165626774070236e-08,,0.0,,1.0,,100009225,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,Lipid,Plasmalogen,,,0.04762210508911047,microbiome
metabolite_100009055,17.0,0.04740600476187007,2.7107382349378635,0.00021707311730141516,0.0004059324872612671,,0.0,,1.0,,100009055,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,Lipid,Diacylglycerol,,,0.04740600476187007,microbiome
metabolite_100000437,3.0,0.047160678882879004,15.128938523407944,1.2883697330057043e-09,1.244247481875372e-08,,0.0,,1.0,,100000437,theophylline,Xenobiotics,Xanthine Metabolism,58-55-9,C07130,0.047160678882879004,microbiome
metabolite_100009015,7.0,0.04708357637425886,6.578585201754112,1.3263289214081777e-07,8.060878358558322e-07,,0.0,,1.0,,100009015,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*,Lipid,Plasmalogen,,,0.04708357637425886,microbiome
metabolite_93,11.0,0.04688300500624132,4.185548613495068,4.548668327958935e-06,1.6113685738728387e-05,,0.0,,1.0,,93,alpha-ketoglutarate,Energy,TCA Cycle,305-72-6;328-50-7;22202-68-2,C00026,0.04688300500624132,microbiome
metabolite_100001501,6.0,0.046825101896693644,7.6881257169220145,4.4160613003616844e-08,3.274820278241338e-07,,0.0,,1.0,,100001501,oleoylcarnitine (C18:1),Lipid,Fatty Acid Metabolism(Acyl Carnitine),38677-66-6,,0.046825101896693644,microbiome
metabolite_100009364,,0.0,,1.0,,2.0,0.0467547602112951,46.54653974496014,1.5923009540025875e-11,1.76706569285653e-11,100009364,"phosphatidylcholine (18:0/20:2, 20:0/18:2)*",Lipid,Phospholipid Metabolism,,,0.0467547602112951,genetics
metabolite_100003686,,0.0,,1.0,,2.0,0.046720290474925874,45.971431079041295,2.120068334450858e-11,2.3104936339524324e-11,100003686,N-palmitoylglycine,Lipid,Fatty Acid Metabolism(Acyl Glycine),2441-41-0,,0.046720290474925874,genetics
metabolite_100015683,13.0,0.046593117955340047,3.0299480396406118,0.00022174458603471689,0.0004124800347083784,,0.0,,1.0,,100015683,myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*,Lipid,Diacylglycerol,,,0.046593117955340047,microbiome
metabolite_100002029,9.0,0.046047935824111264,4.832433612591818,2.510628067251681e-06,9.852614609144658e-06,,0.0,,1.0,,100002029,"androstenediol (3beta,17beta) monosulfate (2)",Lipid,Steroid,,,0.046047935824111264,microbiome
metabolite_100009052,9.0,0.045393632694098796,4.940145199879093,1.6734485638756493e-06,7.022507366263885e-06,,0.0,,1.0,,100009052,palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*,Lipid,Diacylglycerol,,,0.045393632694098796,microbiome
metabolite_100010916,7.0,0.044673349510630955,5.865338737464712,1.1323897497187093e-06,5.0849348633865614e-06,,0.0,,1.0,,100010916,palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*,Lipid,Diacylglycerol,,C13861,0.044673349510630955,microbiome
metabolite_100015681,13.0,0.0445893546249333,2.76791109361773,0.000730096869118797,0.001135951594855288,,0.0,,1.0,,100015681,palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*,Lipid,Diacylglycerol,,,0.0445893546249333,microbiome
metabolite_100008917,6.0,0.04447731032598101,7.214881629738131,1.531100203882861e-07,9.147674946927262e-07,,0.0,,1.0,,100008917,1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1),Lipid,Plasmalogen,799268-63-6,,0.04447731032598101,microbiome
metabolite_100020423,4.0,0.0442226485807532,10.155996424336136,4.8588033516526566e-08,3.495363635627676e-07,,0.0,,1.0,,100020423,1-carboxyethylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",,,0.0442226485807532,microbiome
metabolite_535,4.0,0.043947963518173094,10.928932660292778,1.146456709467502e-08,9.29025264568493e-08,,0.0,,1.0,,535,uridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",58-96-8,C00299,0.043947963518173094,microbiome
metabolite_1629,12.0,0.043790335202891995,3.4384972834538194,5.785585816474259e-05,0.0001355095681267227,,0.0,,1.0,,1629,taurochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,6009-98-9,C05465,0.043790335202891995,microbiome
metabolite_100002514,5.0,0.04355416937564971,8.369795836758193,9.423855276069377e-08,6.039834517844464e-07,,0.0,,1.0,,100002514,hydantoin-5-propionate,Amino Acid,Histidine Metabolism,5624-26-0,C05565,0.04355416937564971,microbiome
metabolite_1024,9.0,0.04295221761422219,4.727350440211387,3.6173921290370776e-06,1.3422428689321788e-05,,0.0,,1.0,,1024,pantothenate,Cofactors and Vitamins,Pantothenate and CoA Metabolism,137-08-6,C00864,0.04295221761422219,microbiome
metabolite_100021208,12.0,0.04294971441944995,2.733767991230542,0.0012397625558805555,0.0017586169052229207,,0.0,,1.0,,100021208,4-vinylcatechol sulfate,Xenobiotics,Benzoate Metabolism,,,0.04294971441944995,microbiome
metabolite_100008903,6.0,0.042877513651895405,7.145337744149488,1.816547691240128e-07,1.0584017539870168e-06,,0.0,,1.0,,100008903,"1,2-dilinoleoyl-GPC (18:2/18:2)",Lipid,Phospholipid Metabolism,998-06-1,,0.042877513651895405,microbiome
metabolite_100004541,5.0,0.042788942951712094,8.234049568973747,1.2740837460132159e-07,7.917715456270247e-07,,0.0,,1.0,,100004541,acisoga,Amino Acid,Polyamine Metabolism,106692-36-8,,0.042788942951712094,microbiome
metabolite_100004054,6.0,0.04248635068897921,6.862797459465747,3.842445506245969e-07,1.9349457727881484e-06,,0.0,,1.0,,100004054,margaroylcarnitine (C17)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),106182-29-0,,0.04248635068897921,microbiome
metabolite_100021324,7.0,0.04242809405112036,6.0132282939739135,7.10682238749824e-07,3.455386057369834e-06,,0.0,,1.0,,100021324,"3,5-dichloro-2,6-dihydroxybenzoic acid",,,,,0.04242809405112036,microbiome
metabolite_100006361,6.0,0.042257510646184326,7.008043758015545,2.605138664942534e-07,1.4237385727011525e-06,,0.0,,1.0,,100006361,dopamine 3-O-sulfate,Amino Acid,Phenylalanine and Tyrosine Metabolism,,C13690,0.042257510646184326,microbiome
metabolite_100000841,7.0,0.04089606946561586,5.786839860989275,1.3917964731608939e-06,6.0945125066983246e-06,,0.0,,1.0,,100000841,oxalate (ethanedioate),Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,144-62-7,C00209,0.04089606946561586,microbiome
metabolite_100001270,10.0,0.04084900913113776,4.028892531618072,1.9758820802900304e-05,5.616922849211578e-05,,0.0,,1.0,,100001270,myristoylcarnitine (C14),Lipid,Fatty Acid Metabolism(Acyl Carnitine),18822-89-4,,0.04084900913113776,microbiome
metabolite_100001399,3.0,0.04082106559925036,12.980294459395946,2.6197496483107583e-08,1.9859392495258974e-07,,0.0,,1.0,,100001399,"1,7-dimethylurate",Xenobiotics,Xanthine Metabolism,33868-03-0,C16356,0.04082106559925036,microbiome
metabolite_533,4.0,0.040118236422445164,9.884512107559877,7.753509017513699e-08,5.156814959761469e-07,,0.0,,1.0,,533,urea,Amino Acid,Urea cycle; Arginine and Proline Metabolism,57-13-6,C00086,0.040118236422445164,microbiome
metabolite_100008984,8.0,0.04007204769789807,4.91023789771034,5.814901138973459e-06,1.961485790897746e-05,,0.0,,1.0,,100008984,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,Lipid,Phospholipid Metabolism,,,0.04007204769789807,microbiome
metabolite_100001868,5.0,0.039911597485666195,7.815301494794615,3.2135925169045086e-07,1.6907333764311035e-06,,0.0,,1.0,,100001868,4-allylphenol sulfate,Xenobiotics,Food Component/Plant,,,0.039911597485666195,microbiome
metabolite_100009005,4.0,0.03964847950484862,9.887849020653666,7.672332032519437e-08,5.151422936120194e-07,,0.0,,1.0,,100009005,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,Lipid,Plasmalogen,,,0.03964847950484862,microbiome
metabolite_563,7.0,0.03945280355877967,5.5390223253509125,2.902589916496714e-06,1.1061221033136126e-05,,0.0,,1.0,,563,glutamine,Amino Acid,Glutamate Metabolism,56-85-9,C00064,0.03945280355877967,microbiome
metabolite_111,4.0,0.03872368790919345,9.527075696482083,1.4898474270625803e-07,8.97728577845401e-07,,0.0,,1.0,,111,3-hydroxyisobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",2068-83-9,C06001,0.03872368790919345,microbiome
metabolite_100005717,9.0,0.038340383545293344,3.5660583509146493,0.00023274688060653781,0.00042730872611356554,,0.0,,1.0,,100005717,1-palmitoyl-GPG (16:0)*,Lipid,Lysolipid,,,0.038340383545293344,microbiome
metabolite_1231,6.0,0.03815056344252521,6.286705669114265,1.7072833988389076e-06,7.122099385688934e-06,,0.0,,1.0,,1231,dihomo-linoleate (20:2n6),Lipid,Polyunsaturated Fatty Acid (n3 and n6),2091-39-6,C16525,0.03815056344252521,microbiome
metabolite_100021707,7.0,0.03809454076597374,5.329460106954624,5.385385866507509e-06,1.8702941063486667e-05,,0.0,,1.0,,100021707,"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*",,,,,0.03809454076597374,microbiome
metabolite_100009350,5.0,0.0379524749698078,6.209380934751925,1.1713549440928096e-05,3.559505325799271e-05,,0.0,,1.0,,100009350,1-oleoyl-2-dihomo-linoleoyl-GPC (18:1/20:2)*,Lipid,Phospholipid Metabolism,,,0.0379524749698078,microbiome
metabolite_100001674,7.0,0.03756855273502924,5.0299440863770775,1.3095851308230213e-05,3.928755392469064e-05,,0.0,,1.0,,100001674,2-arachidonoyl-GPE (20:4)*,Lipid,Lysolipid,,,0.03756855273502924,microbiome
metabolite_100001456,2.0,0.037483480897195776,18.400665726167468,1.4466738061529513e-08,1.158982992429353e-07,,0.0,,1.0,,100001456,7-methylguanine,Nucleotide,"Purine Metabolism, Guanine containing",578-76-7,C02242,0.037483480897195776,microbiome
metabolite_100006065,5.0,0.037443331880880004,7.297616123296951,1.016193443392049e-06,4.7132656420486476e-06,,0.0,,1.0,,100006065,cyclo(pro-val),Peptide,Dipeptide,2854-40-2,,0.037443331880880004,microbiome
metabolite_100002910,6.0,0.03741857827214323,6.103085573977978,2.7557934152196935e-06,1.0616581189780787e-05,,0.0,,1.0,,100002910,1-methyl-5-imidazoleacetate,Amino Acid,Histidine Metabolism,4200-48-0,,0.03741857827214323,microbiome
metabolite_100021728,5.0,0.036991322585424924,7.275278678162252,1.064970510830657e-06,4.847989741961245e-06,,0.0,,1.0,,100021728,"cis-3,4-methyleneheptanoylcarnitine",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",,,0.036991322585424924,microbiome
metabolite_409,6.0,0.0364094238151087,5.976352760619696,3.818301630385229e-06,1.4093731148804116e-05,,0.0,,1.0,,409,malate,Energy,TCA Cycle,6915-15-7,C00149,0.0364094238151087,microbiome
metabolite_100002199,2.0,0.03637108475338002,18.060441918182033,1.999173176830519e-08,1.583614707489344e-07,,0.0,,1.0,,100002199,tridecenedioate (C13:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",,,0.03637108475338002,microbiome
metabolite_100008920,6.0,0.0360238411369429,5.910696878520243,4.524811220627487e-06,1.6111070255264536e-05,,0.0,,1.0,,100008920,"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",Lipid,Sphingolipid Metabolism,121999-64-2,,0.0360238411369429,microbiome
metabolite_100001403,4.0,0.03579064896510009,8.426051154095957,1.1234420949364984e-06,5.0770940828860985e-06,,0.0,,1.0,,100001403,5-acetylamino-6-amino-3-methyluracil,Xenobiotics,Xanthine Metabolism,1196153-01-1,C16366,0.03579064896510009,microbiome
metabolite_100005673,4.0,0.03576370611544777,8.456563029246828,1.061493760717484e-06,4.847989741961245e-06,,0.0,,1.0,,100005673,1-docosapentaenoyl-GPC (22:5n6)*,Lipid,Lysolipid,,,0.03576370611544777,microbiome
metabolite_100004509,5.0,0.03570457790565584,6.516681057914033,5.809976951190451e-06,1.961485790897746e-05,,0.0,,1.0,,100004509,S-allylcysteine,Xenobiotics,Food Component/Plant,21593-77-1,,0.03570457790565584,microbiome
